StationCode,Reserve,ReserveCode,StationID,Temp Notes,Latitude,Longitude,StationType,Status,StationName,CDMO WQ Data URL,Realm,Province,Ecoregion,NERR_BioRegion,EPAIII_Code,EPAIII_Name,EPAIV_Code,EPAIV_Name,AquaticSystem,AquaticSubsystem,WaterColumn,SalinityRegime,Salinity Class,TempRegime,TidalRegime,ResidualCurrentType,TidalFlowType,PrimaryWaterSource,TectonicSetting,PhysiographicSetting,GeoformOrigin,Level1Geoform(>1km2),Level1GeoformType(>1km2),Level2Geoform(<1km2),Level2GeoformType(<1km2),SubstrateOrigin,SubstrateClass,SubstrateSubclass,PercentClay,PercentSilt,PercentSand,PercentGravel,PercentOrganics,BioticSetting,BioticClass,BioticSubclass,SecondaryBioticElement,TertiaryBioticElement,Dev_TotalArea,Ag_TotalArea,VegUplnd_TotalArea,WetlndPalust_TotalArea,WetlndEst_TotalArea,Bare_TotalArea,Water_TotalArea,Dev_pctTotal,Ag_pctTotal,VegUplnd_pctTotal,WetlndPalust_pctTotal,WetlndEst_pctTotal,Bare_pctTotal,Water_pctTotal,Dev_pctLand,Ag_pctLand,VegUplnd_pctLand,WetlndPalust_pctLand,WetlndEst_pctLand,Bare_pctLand,DominantLandCover,Imp_total_acres,Imp_pctLand,StationDescription
CBVTCWQ,"Chesapeake Bay, VA",CBV,TCWQ,,37.414986,76.71442,fixed near-bottom,primary,Taskinas Creek,https://cdmo.baruch.sc.edu/dges/?stationCode=CBVTCWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,65,Southeastern Plains,65m,Rolling Coastal Plain,Estuarine,Estuarine Coastal,Lower Water Column,Mesohaline Water,brackish,Moderate Water,Moderately Tidal,Well-mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Basin,,Channel ,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Upland Forest,,6691.1,33513.7,98892.2,21075.1,4093.4,396.2,9469.3,3.84,19.25,56.79,12.10,2.35,0.23,5.44,4.06,20.35,60.06,12.80,2.49,0.24,vegetated uplands,"1,968.68",1.20,"The Chesapeake Bay, VA Taskinas Creek station is a fixed near-bottom water quality station (CBVTCWQ) in a Channel  surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
DELBLWQ,Delaware,DEL,BLWQ,,39.38876,75.636,fixed near-bottom,primary,Blackbird Landing,https://cdmo.baruch.sc.edu/dges/?stationCode=DELBLWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,63,Middle Atlantic Coastal Plain,63a,Delaware River Terraces and Uplands,Estuarine,Estuarine Tidal Riverine Coastal,Lower Water Column,Oligohaline Water,brackish,Moderate Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,River,Passive Continental Margin,Riverine Estuary,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Forest (riparian buffer only),Upland Forest,489.1,2308.7,1162.8,1168.4,1277.3,3.0,595.9,6.98,32.96,16.60,16.68,18.23,0.04,8.51,7.63,36.02,18.14,18.23,19.93,0.05,agricultural lands,140.93,2.20,"The Delaware Blackbird Landing station is a fixed near-bottom water quality station (DELBLWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Riverine Estuary in a watershed made up of primarily agricultural lands."
DELDSWQ,Delaware,DEL,DSWQ,,39.1637,75.5191,fixed near-bottom,primary,Division Street,https://cdmo.baruch.sc.edu/dges/?stationCode=DELDSWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,63,Middle Atlantic Coastal Plain,63a,Delaware River Terraces and Uplands,Estuarine,Estuarine Tidal Riverine Coastal,Lower Water Column,Oligohaline Water,brackish,Moderate Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,River,Passive Continental Margin,Riverine Estuary,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Upland,Forest (riparian buffer only),,,2600.4,2638.3,849.6,1459.1,7.4,29.1,94.6,33.87,34.36,11.06,19.00,0.10,0.38,1.23,34.29,34.79,11.20,19.24,0.10,0.38,developed and agrucultural lands,920.38,12.14,"The Delaware Division Street station is a fixed near-bottom water quality station (DELDSWQ) in a Channel surrounded by Upland. The station is located within a Moderately Tidal, brackish Riverine Estuary in a watershed made up of primarily developed and agrucultural lands."
DELLLWQ,Delaware,DEL,LLWQ,,39.1144,75.4992,fixed near-bottom,primary,Lebanon Landing,https://cdmo.baruch.sc.edu/dges/?stationCode=DELLLWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,63,Middle Atlantic Coastal Plain,63a,Delaware River Terraces and Uplands,Estuarine,Estuarine Tidal Riverine Coastal,Lower Water Column,Oligohaline Water,brackish,Moderate Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,River,Passive Continental Margin,Riverine Estuary,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Forest (riparian buffer only),,5310.0,6941.4,1373.2,2463.4,1101.9,71.3,365.4,30.12,39.38,7.79,13.98,6.25,0.40,2.07,30.76,40.21,7.96,14.27,6.38,0.41,agricultural lands,"1,722.89",9.98,"The Delaware Lebanon Landing station is a fixed near-bottom water quality station (DELLLWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Riverine Estuary in a watershed made up of primarily agricultural lands."
DELSLWQ,Delaware,DEL,SLWQ,,39.08498,75.46058,fixed near-bottom,primary,Scotton Landing,https://cdmo.baruch.sc.edu/dges/?stationCode=DELSLWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,63,Middle Atlantic Coastal Plain,63a,Delaware River Terraces and Uplands,Estuarine,Estuarine Tidal Riverine Coastal,Lower Water Column,Oligohaline Water,brackish,Moderate Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,River,Passive Continental Margin,Riverine Estuary,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,5310.0,6941.4,1373.2,2463.4,1101.9,71.3,365.4,30.12,39.38,7.79,13.98,6.25,0.40,2.07,30.76,40.21,7.96,14.27,6.38,0.41,agricultural lands,"1,722.89",9.98,"The Delaware Scotton Landing station is a fixed near-bottom water quality station (DELSLWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Riverine Estuary in a watershed made up of primarily agricultural lands."
ELKAPWQ,Elkhorn Slough,ELK,APWQ,,36.8457,121.7538,fixed near-bottom,primary,Azevedo Pond,https://cdmo.baruch.sc.edu/dges/?stationCode=ELKAPWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern California,Californian,6,Central California Foothills and Coastal Mountains,6w,Monterey Bay Plains and Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Cool Water,Minimally Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Channel,Slough,Flat,Tidal Flat,Biogenic Substrate,Organic Substrate,Organic Mud,35,65,,,80,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Aquatic Macroalgae,Non-Tidal Scrub-Shrub,6852.2,8786.6,18878.5,1058.5,549.5,177.6,415.5,18.66,23.93,51.41,2.88,1.50,0.48,1.13,18.87,24.20,52.00,2.92,1.51,0.49,vegetated uplands,"2,455.55",6.76,"The Elkhorn Slough Azevedo Pond station is a fixed near-bottom water quality station (ELKAPWQ) in a Flat surrounded by Emergent Wetland. The station is located within a Minimally Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
ELKNMWQ,Elkhorn Slough,ELK,NMWQ,,36.8346,121.7384,fixed near-bottom,primary,North Marsh,https://cdmo.baruch.sc.edu/dges/?stationCode=ELKNMWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern California,Californian,6,Central California Foothills and Coastal Mountains,6w,Monterey Bay Plains and Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Cool Water,Microtidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Channel,Slough,Flat,Tidal Flat,Biogenic Substrate,Organic Substrate,Organic Mud,35,65,,,80,Benthic/Attached Biota,Aquatic Vegetation Bed,Aquatic Macroalgae,Emergent Tidal Marsh ,Non-Tidal Scrub-Shrub,6852.2,8786.6,18878.5,1058.5,549.5,177.6,415.5,18.66,23.93,51.41,2.88,1.50,0.48,1.13,18.87,24.20,52.00,2.92,1.51,0.49,vegetated uplands,"2,455.55",6.76,"The Elkhorn Slough North Marsh station is a fixed near-bottom water quality station (ELKNMWQ) in a Flat surrounded by Aquatic Vegetation Bed. The station is located within a Microtidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
ELKSMWQ,Elkhorn Slough,ELK,SMWQ,,36.8179,121.7394,fixed near-bottom,primary,South Marsh,https://cdmo.baruch.sc.edu/dges/?stationCode=ELKSMWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern California,Californian,6,Central California Foothills and Coastal Mountains,6w,Monterey Bay Plains and Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Moderate Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Biogenic Substrate,Organic Substrate,Organic Mud,50,50,,,80,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Non-Tidal Scrub-Shrub,Aquatic Macroalgae,6852.2,8786.6,18878.5,1058.5,549.5,177.6,415.5,18.66,23.93,51.41,2.88,1.50,0.48,1.13,18.87,24.20,52.00,2.92,1.51,0.49,vegetated uplands,"2,455.55",6.76,"The Elkhorn Slough South Marsh station is a fixed near-bottom water quality station (ELKSMWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
ELKVMWQ,Elkhorn Slough,ELK,VMWQ,,36.8111,121.7792,fixed near-bottom,primary,Vierra Mouth,https://cdmo.baruch.sc.edu/dges/?stationCode=ELKVMWQ,Temperate Northern Pacific,Cold Temperate Northeast Pacific,Northern California,Californian,6,Central California Foothills and Coastal Mountains,6w,Monterey Bay Plains and Terraces,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Transform Continental Margin,Embayment/Bay,Geologic,Channel,Slough,Channel,,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,40,45,10,5,80,Benthic/Attached Biota,Upland,Non-Tidal Scrub-Shrub,Emergent Tidal Marsh ,Submerged Aquatic Vascular Vegetation,6852.2,8786.6,18878.5,1058.5,549.5,177.6,415.5,18.66,23.93,51.41,2.88,1.50,0.48,1.13,18.87,24.20,52.00,2.92,1.51,0.49,vegetated uplands,"2,455.55",6.76,"The Elkhorn Slough Vierra Mouth station is a fixed near-bottom water quality station (ELKVMWQ) in a Channel surrounded by Upland. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
GNDBCWQ,Grand Bay,GND,BCWQ,,30.3836,88.4364,fixed near-bottom,primary,Bayou Cumbest,https://cdmo.baruch.sc.edu/dges/?stationCode=GNDBCWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,75,Southern Coastal Plain,75k,Gulf Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Mesohaline Water,brackish,Warm Water,Minimally Tidal,Partially Mixed Domain,Diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Marsh Platform,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Tidal Forested Wetland,Tidal Scrub-Shrub,3635.9,3126.5,3882.7,10158.6,6828.4,568.9,52521.5,4.50,3.87,4.81,12.58,8.46,0.70,65.06,12.89,11.09,13.77,36.02,24.21,2.02,palustrine wetlands,"1,365.42",4.84,"The Grand Bay Bayou Cumbest station is a fixed near-bottom water quality station (GNDBCWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Minimally Tidal, brackish Embayment/Bay in a watershed made up of primarily palustrine wetlands."
GNDBHWQ,Grand Bay,GND,BHWQ,,30.4178,88.4054,fixed near-bottom,primary,Bayou Heron,https://cdmo.baruch.sc.edu/dges/?stationCode=GNDBHWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,75,Southern Coastal Plain,75k,Gulf Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Mesohaline Water,brackish,Warm Water,Minimally Tidal,Salt Wedge Domain,Diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Marsh Platform,,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,Tidal Forested Wetland,Submerged Aquatic Vascular Vegetation,3635.9,3126.5,3882.7,10158.6,6828.4,568.9,52521.5,4.50,3.87,4.81,12.58,8.46,0.70,65.06,12.89,11.09,13.77,36.02,24.21,2.02,palustrine wetlands,"1,365.42",4.84,"The Grand Bay Bayou Heron station is a fixed near-bottom water quality station (GNDBHWQ) in a Channel surrounded by Emergent Wetland. The station is located within a Minimally Tidal, brackish Embayment/Bay in a watershed made up of primarily palustrine wetlands."
GNDBLWQ,Grand Bay,GND,BLWQ,,30.3571,88.4629,fixed near-bottom,primary,Bangs Lake,https://cdmo.baruch.sc.edu/dges/?stationCode=GNDBLWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,75,Southern Coastal Plain,75k,Gulf Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Warm Water,Minimally Tidal,Well-mixed Domain,Diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Marsh Platform,,Lagoon,,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,Emergent Tidal Marsh ,,3635.9,3126.5,3882.7,10158.6,6828.4,568.9,52521.5,4.50,3.87,4.81,12.58,8.46,0.70,65.06,12.89,11.09,13.77,36.02,24.21,2.02,palustrine wetlands,"1,365.42",4.84,"The Grand Bay Bangs Lake station is a fixed near-bottom water quality station (GNDBLWQ) in a Lagoon surrounded by Open Water. The station is located within a Minimally Tidal, brackish Embayment/Bay in a watershed made up of primarily palustrine wetlands."
GNDPCWQ,Grand Bay,GND,PCWQ,,30.3486,88.4185,fixed near-bottom,primary,Point Aux Chenes Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=GNDPCWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,75,Southern Coastal Plain,75k,Gulf Barrier Islands and Coastal Marshes,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Warm Water,Minimally Tidal,Well-mixed Domain,Diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Cove,Barrier Cove,Cove,Mainland Cove,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Open Water,Open Water,Open Water,,,3635.9,3126.5,3882.7,10158.6,6828.4,568.9,52521.5,4.50,3.87,4.81,12.58,8.46,0.70,65.06,12.89,11.09,13.77,36.02,24.21,2.02,palustrine wetlands,"1,365.42",4.84,"The Grand Bay Point Aux Chenes Bay station is a fixed near-bottom water quality station (GNDPCWQ) in a Cove surrounded by Open Water. The station is located within a Minimally Tidal, brackish Embayment/Bay in a watershed made up of primarily palustrine wetlands."
GRBGBWQ,Great Bay,GRB,GBWQ,,43.0722,70.8694,fixed near-bottom,primary,Great Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=GRBGBWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Open Water,Lower Water Column,Upper Polyhaline Water,high salinity,Moderate Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Aquatic Macroalgae,Submerged Aquatic Vascular Vegetation,,7865.6,4179.2,49441.5,12162.2,391.9,801.4,2984.1,10.11,5.37,63.53,15.63,0.50,1.03,3.83,10.51,5.58,66.06,16.25,0.52,1.07,vegetated uplands,"2,598.45",3.47,"The Great Bay Great Bay station is a fixed near-bottom water quality station (GRBGBWQ) in a Channel surrounded by Aquatic Vegetation Bed. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
GRBLRWQ,Great Bay,GRB,LRWQ,,43.08,70.9344,fixed near-bottom,primary,Lamprey River,https://cdmo.baruch.sc.edu/dges/?stationCode=GRBLRWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Mesohaline Water,brackish,Moderate Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Upland,Forest,Forest (riparian buffer only),Emergent Tidal Marsh ,2796.4,1593.2,31240.4,5813.5,5.1,506.8,830.8,6.54,3.72,73.01,13.59,0.01,1.18,1.94,6.67,3.80,74.46,13.86,0.01,1.21,vegetated uplands,934.48,2.23,"The Great Bay Lamprey River station is a fixed near-bottom water quality station (GRBLRWQ) in a Channel surrounded by Upland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
GRBORWQ,Great Bay,GRB,ORWQ,,43.134,70.911,fixed near-bottom,primary,Oyster River,https://cdmo.baruch.sc.edu/dges/?stationCode=GRBORWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Moderate Water,Moderately Tidal,Partially Mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Upland,Forest,Open Field/Prairie,Emergent Tidal Marsh ,1043.1,459.4,3812.9,635.0,38.3,85.7,136.5,16.80,7.40,61.39,10.22,0.62,1.38,2.20,17.17,7.56,62.77,10.45,0.63,1.41,vegetated uplands,318.60,5.24,"The Great Bay Oyster River station is a fixed near-bottom water quality station (GRBORWQ) in a Channel surrounded by Upland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
GRBSQWQ,Great Bay,GRB,SQWQ,,43.052403,70.911811,fixed near-bottom,primary,Squamscott River,https://cdmo.baruch.sc.edu/dges/?stationCode=GRBSQWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Lower Polyhaline Water,brackish,Moderate Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Channel,Tidal Channel/Creek,Channel,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Upland,Forest,Emergent Tidal Marsh ,Open Field/Prairie,3265.8,1942.1,14769.0,4794.5,222.1,252.8,293.9,12.79,7.60,57.83,18.77,0.87,0.99,1.15,12.94,7.69,58.50,18.99,0.88,1.00,vegetated uplands,"1,099.60",4.36,"The Great Bay Squamscott River station is a fixed near-bottom water quality station (GRBSQWQ) in a Channel surrounded by Upland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
GTMFMWQ,Guana Tolomato Mantanzas,GTM,FMWQ,,29.737041,81.245953,fixed near-bottom,primary,Fort Matanzas,https://cdmo.baruch.sc.edu/dges/?stationCode=GTMFMWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic,Carolinian,Carolinian,75,Southern Coastal Plain,75d,Eastern Florida Flatwoods,Estuarine,Estuarine Tidal Riverine Coastal,Lower Water Column,Euhaline Water,high salinity,Warm Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Lagoonal Estuary,Geologic,Inlet,Tidal Inlet,Channel,Tidal Channel/Creek,Biogenic Substrate,Shell Substrate,Shell Sand,,,,,,Benthic/Attached Biota,Non-Tidal Scrub-Shrub,Mangrove Shrubland,,,3948.1,59.3,7969.8,4979.3,1518.1,335.2,1217.3,19.71,0.30,39.80,24.86,7.58,1.67,6.08,20.99,0.32,42.37,26.47,8.07,1.78,vegetated uplands,"1,112.92",5.92,"The Guana Tolomato Mantanzas Fort Matanzas station is a fixed near-bottom water quality station (GTMFMWQ) in a Channel surrounded by Non-Tidal Scrub-Shrub. The station is located within a Moderately Tidal, high salinity Lagoonal Estuary in a watershed made up of primarily vegetated uplands."
